model,ablation,question_id,meta_info,dss,correct_alpha,correct_beta,correct_gamma,correct_answer,final_alpha,final_beta,final_gamma
llama32,full,MQ_0748,step2&3,0.7838,False,False,False,C,B,B,B
llama32,full,MQ_0595,step2&3,0.7842,True,True,True,D,D,D,D
llama32,full,MQ_0998,step2&3,0.7842,False,True,True,D,A,D,D
llama32,full,MQ_0316,step2&3,0.7843,False,True,True,A,B,A,A
llama32,full,MQ_0418,step2&3,0.7846,True,False,True,C,C,B,C
llama32,full,MQ_0709,step2&3,0.7847,True,False,False,C,C,A,A
llama32,full,MQ_0138,step1,0.7848,False,False,False,C,A,A,A
llama32,full,MQ_0301,step2&3,0.7848,False,False,False,B,D,D,D
llama32,full,MQ_0742,step2&3,0.7852,True,False,True,C,C,B,C
llama32,full,MQ_0282,step2&3,0.7863,True,False,False,C,C,A,A
llama32,full,MQ_0232,step2&3,0.7868,False,True,True,D,C,D,D
llama32,full,MQ_0280,step2&3,0.7869,False,False,False,C,D,D,D
llama32,full,MQ_0649,step2&3,0.7872,False,True,True,C,A,C,C
llama32,full,MQ_0036,step1,0.7874,False,False,False,C,A,A,A
llama32,full,MQ_0499,step2&3,0.7875,False,False,False,D,A,A,A
llama32,full,MQ_0142,step1,0.7879,False,False,False,C,B,B,B
llama32,full,MQ_0303,step2&3,0.788,True,True,True,A,A,A,A
llama32,full,MQ_0970,step1,0.789,False,False,True,D,C,C,D
llama32,full,MQ_0560,step2&3,0.7894,True,True,True,A,A,A,A
llama32,full,MQ_0249,step1,0.7897,True,True,True,A,A,A,A
llama32,full,MQ_0084,step1,0.7917,True,True,True,A,A,A,A
llama32,full,MQ_0464,step2&3,0.7918,True,True,True,D,D,D,D
llama32,full,MQ_0477,step2&3,0.7918,False,False,False,D,B,B,C
llama32,full,MQ_0105,step2&3,0.7922,True,False,True,B,B,A,B
llama32,full,MQ_0437,step1,0.7922,True,True,False,B,B,B,A
llama32,full,MQ_0616,step2&3,0.7923,True,True,False,C,C,C,B
llama32,full,MQ_0306,step2&3,0.7926,False,False,False,D,C,C,C
llama32,full,MQ_0319,step2&3,0.7926,True,True,True,C,C,C,C
llama32,full,MQ_0974,step2&3,0.7932,True,False,False,C,C,A,A
llama32,full,MQ_0523,step2&3,0.7941,False,False,False,D,B,B,B
llama32,full,MQ_0673,step2&3,0.7945,True,True,True,C,C,C,C
llama32,full,MQ_0526,step2&3,0.7948,True,False,False,B,B,A,A
llama32,full,MQ_0487,step1,0.7949,True,True,False,A,A,A,B
llama32,full,MQ_0726,step2&3,0.7949,False,False,False,A,C,C,B
llama32,full,MQ_0096,step2&3,0.7953,True,False,True,A,A,C,A
llama32,full,MQ_0822,step2&3,0.7953,True,True,True,C,C,C,C
llama32,full,MQ_0241,step1,0.7954,True,False,False,A,A,C,C
llama32,full,MQ_0002,step2&3,0.7955,False,False,False,C,A,A,D
llama32,full,MQ_0520,step1,0.7962,False,False,False,A,D,D,D
llama32,full,MQ_0001,step2&3,0.7964,True,False,False,B,B,A,A
llama32,full,MQ_0281,step2&3,0.7966,False,False,False,B,C,C,C
llama32,full,MQ_0747,step2&3,0.7966,False,False,False,D,C,C,C
llama32,full,MQ_0314,step2&3,0.7968,False,False,False,C,A,B,B
llama32,full,MQ_0642,step1,0.7968,False,False,True,C,A,A,C
llama32,full,MQ_0842,step2&3,0.7968,True,False,False,C,C,B,B
llama32,full,MQ_0433,step2&3,0.7972,True,True,True,A,A,A,A
llama32,full,MQ_0529,step2&3,0.7973,False,True,True,B,C,B,B
llama32,full,MQ_0075,step1,0.7977,False,False,False,D,A,A,A
llama32,full,MQ_0403,step2&3,0.7978,True,True,True,B,B,B,B
llama32,full,MQ_0420,step2&3,0.7983,False,False,False,A,B,B,B
llama32,full,MQ_0612,step1,0.7985,True,True,False,D,D,D,A
llama32,full,MQ_0621,step2&3,0.7993,False,False,False,D,A,A,C
llama32,full,MQ_0193,step2&3,0.7994,True,True,True,B,B,B,B
llama32,full,MQ_0739,step2&3,0.7994,True,True,True,B,B,B,B
llama32,full,MQ_0883,step2&3,0.7994,False,False,False,A,B,C,B
llama32,full,MQ_0345,step2&3,0.7995,True,True,True,A,A,A,A
mistral7b,full,MQ_0810,step1,0.5105,False,False,True,A,D,D,A
mistral7b,full,MQ_0632,step2&3,0.5141,True,True,False,A,A,A,C
mistral7b,full,MQ_0674,step2&3,0.5889,False,False,True,C,A,A,C
mistral7b,full,MQ_0704,step2&3,0.5965,False,False,False,B,A,A,A
mistral7b,full,MQ_0554,step1,0.6069,False,True,False,A,D,A,D
mistral7b,full,MQ_0291,step2&3,0.6175,False,True,True,D,A,D,D
mistral7b,full,MQ_0299,step1,0.619,False,False,True,A,D,D,A
mistral7b,full,MQ_0658,step2&3,0.6252,True,True,True,D,D,D,D
mistral7b,full,MQ_0614,step2&3,0.6339,False,False,False,C,D,A,D
mistral7b,full,MQ_0540,step2&3,0.6349,True,True,False,A,A,A,C
mistral7b,full,MQ_0096,step2&3,0.6353,False,False,False,A,B,C,B
mistral7b,full,MQ_0630,step2&3,0.6373,False,False,False,B,A,A,A
mistral7b,full,MQ_0277,step1,0.6428,False,False,False,C,A,A,A
mistral7b,full,MQ_0184,step2&3,0.6441,True,False,True,B,B,A,B
mistral7b,full,MQ_0803,step2&3,0.6458,False,False,False,B,A,C,C
mistral7b,full,MQ_0006,step2&3,0.6507,False,True,False,C,D,C,D
mistral7b,full,MQ_0528,step1,0.6533,True,False,False,C,C,D,D
mistral7b,full,MQ_0800,step2&3,0.6538,False,True,False,D,A,D,A
mistral7b,full,MQ_0584,step2&3,0.6555,False,True,True,C,A,C,C
mistral7b,full,MQ_0119,step2&3,0.6568,False,False,False,B,A,A,D
mistral7b,full,MQ_0116,step2&3,0.6622,True,False,False,A,A,D,D
mistral7b,full,MQ_0752,step2&3,0.6627,False,False,False,D,B,B,B
mistral7b,full,MQ_0711,step2&3,0.6644,False,True,True,C,A,C,C
mistral7b,full,MQ_0634,step2&3,0.6673,False,False,False,C,B,B,B
mistral7b,full,MQ_0593,step2&3,0.6694,False,False,False,B,A,D,D
mistral7b,full,MQ_0010,step1,0.6707,False,False,False,B,A,D,A
mistral7b,full,MQ_0847,step2&3,0.6751,False,False,False,B,A,A,D
mistral7b,full,MQ_0798,step2&3,0.6756,False,False,False,C,A,A,A
mistral7b,full,MQ_0755,step2&3,0.6787,True,False,False,D,D,C,C
mistral7b,full,MQ_0274,step1,0.6798,True,False,True,C,C,A,C
mistral7b,full,MQ_0054,step2&3,0.6832,False,False,False,B,A,A,D
mistral7b,full,MQ_0305,step2&3,0.6835,False,False,True,C,B,A,C
mistral7b,full,MQ_0246,step1,0.684,False,False,False,B,A,A,A
mistral7b,full,MQ_0947,step2&3,0.684,False,False,False,B,C,C,C
mistral7b,full,MQ_0570,step2&3,0.6879,False,False,False,D,A,B,A
mistral7b,full,MQ_0022,step1,0.6884,False,False,False,B,A,D,C
mistral7b,full,MQ_0177,step1,0.689,True,True,True,C,C,C,C
mistral7b,full,MQ_0710,step2&3,0.689,False,False,False,D,A,A,C
mistral7b,full,MQ_0060,step2&3,0.6891,False,False,False,C,D,D,D
mistral7b,full,MQ_0382,step1,0.6936,False,False,False,B,A,A,A
mistral7b,full,MQ_0872,step1,0.6939,False,False,False,B,C,A,C
mistral7b,full,MQ_0498,step2&3,0.6956,True,True,True,A,A,A,A
mistral7b,full,MQ_0535,step2&3,0.696,False,False,False,D,C,C,C
mistral7b,full,MQ_0136,step1,0.6961,False,True,True,A,B,A,A
mistral7b,full,MQ_0585,step2&3,0.7,False,True,True,C,A,C,C
mistral7b,full,MQ_0320,step1,0.7037,True,True,True,C,C,C,C
mistral7b,full,MQ_0958,step2&3,0.7042,True,True,True,C,C,C,C
mistral7b,full,MQ_0017,step1,0.7054,True,False,False,D,D,A,A
mistral7b,full,MQ_0726,step2&3,0.7063,True,True,True,A,A,A,A
mistral7b,full,MQ_0646,step2&3,0.7064,True,True,True,A,A,A,A
mistral7b,full,MQ_0617,step2&3,0.7071,False,True,True,D,A,D,D
mistral7b,full,MQ_0769,step2&3,0.7079,False,False,False,D,C,B,B
mistral7b,full,MQ_0699,step2&3,0.7081,False,False,True,A,C,D,A
mistral7b,full,MQ_0505,step2&3,0.7085,False,False,False,C,A,B,B
mistral7b,full,MQ_0049,step2&3,0.7095,True,True,True,A,A,A,A
mistral7b,full,MQ_0433,step2&3,0.7115,False,False,True,A,D,B,A
mistral7b,full,MQ_0910,step2&3,0.7117,True,True,False,A,A,A,D
mistral7b,full,MQ_0411,step2&3,0.7124,True,False,False,B,B,D,A
mistral7b,full,MQ_0724,step1,0.7125,True,True,True,D,D,D,D
mistral7b,full,MQ_0461,step1,0.7127,False,False,False,A,D,D,D
mistral7b,full,MQ_0082,step1,0.7129,True,True,False,A,A,A,C
mistral7b,full,MQ_0682,step2&3,0.7132,False,False,False,D,A,A,A
mistral7b,full,MQ_0566,step2&3,0.7139,True,False,True,A,A,C,A
mistral7b,full,MQ_0072,step2&3,0.7141,True,True,True,A,A,A,A
mistral7b,full,MQ_0832,step2&3,0.7144,False,True,False,C,A,C,A
mistral7b,full,MQ_0417,step2&3,0.7155,False,False,False,C,D,D,B
mistral7b,full,MQ_0213,step2&3,0.7157,True,True,False,D,D,D,B
mistral7b,full,MQ_0579,step2&3,0.7165,True,True,True,A,A,A,A
mistral7b,full,MQ_0003,step2&3,0.7172,False,False,False,C,D,A,D
mistral7b,full,MQ_0781,step2&3,0.721,False,False,False,B,D,A,C
mistral7b,full,MQ_0861,step2&3,0.7228,False,True,True,A,D,A,A
mistral7b,full,MQ_0628,step2&3,0.7257,False,False,False,D,A,A,B
mistral7b,full,MQ_0742,step2&3,0.7262,True,True,True,C,C,C,C
mistral7b,full,MQ_0367,step2&3,0.7274,False,True,True,C,A,C,C
mistral7b,full,MQ_0102,step2&3,0.7284,True,True,True,A,A,A,A
mistral7b,full,MQ_0815,step2&3,0.7296,False,False,False,D,C,C,C
mistral7b,full,MQ_0774,step2&3,0.7301,False,False,False,B,D,C,D
mistral7b,full,MQ_0504,step2&3,0.7304,False,False,True,D,A,A,D
mistral7b,full,MQ_0423,step2&3,0.7305,True,True,True,A,A,A,A
mistral7b,full,MQ_0476,step2&3,0.7306,True,False,False,D,D,A,A
mistral7b,full,MQ_0121,step2&3,0.7324,False,False,False,D,A,A,A
mistral7b,full,MQ_0836,step2&3,0.7325,False,False,False,C,A,A,A
mistral7b,full,MQ_0256,step1,0.7327,False,False,False,D,A,A,A
mistral7b,full,MQ_0276,step1,0.734,True,False,True,A,A,B,A
mistral7b,full,MQ_0032,step1,0.7343,False,True,False,B,A,B,A
mistral7b,full,MQ_0549,step2&3,0.7348,True,True,True,B,B,B,B
mistral7b,full,MQ_0496,step1,0.7357,False,False,False,B,D,D,D
mistral7b,full,MQ_0977,step2&3,0.7357,True,True,True,A,A,A,A
mistral7b,full,MQ_0921,step1,0.736,False,False,False,C,D,A,A
mistral7b,full,MQ_0340,step2&3,0.7363,False,False,False,B,A,A,A
mistral7b,full,MQ_0456,step2&3,0.7367,False,True,True,B,A,B,B
mistral7b,full,MQ_0278,step2&3,0.7372,False,True,True,B,A,B,B
mistral7b,full,MQ_0253,step2&3,0.7376,False,False,False,C,A,A,A
mistral7b,full,MQ_0829,step2&3,0.7392,True,True,True,A,A,A,A
mistral7b,full,MQ_0454,step1,0.7398,True,True,True,B,B,B,B
mistral7b,full,MQ_0717,step1,0.7406,False,False,False,B,A,A,A
mistral7b,full,MQ_0668,step1,0.7419,False,False,False,B,A,D,D
mistral7b,full,MQ_0640,step2&3,0.7439,True,True,True,D,D,D,D
mistral7b,full,MQ_0472,step1,0.7444,False,False,False,B,A,C,C
mistral7b,full,MQ_0509,step2&3,0.7457,False,False,False,D,C,C,C
mistral7b,full,MQ_0304,step2&3,0.7474,False,False,False,A,B,B,B
mistral7b,full,MQ_0582,step1,0.7477,True,True,True,A,A,A,A
mistral7b,full,MQ_0788,step2&3,0.7482,False,True,False,C,D,C,D
mistral7b,full,MQ_0232,step2&3,0.7485,False,False,False,D,C,C,A
mistral7b,full,MQ_0088,step2&3,0.7486,False,False,True,C,A,A,C
mistral7b,full,MQ_0234,step2&3,0.7492,True,True,True,B,B,B,B
mistral7b,full,MQ_0043,step1,0.7494,False,True,True,D,A,D,D
mistral7b,full,MQ_0868,step1,0.7494,False,False,False,B,D,D,D
mistral7b,full,MQ_0152,step1,0.7502,False,False,False,B,A,A,A
mistral7b,full,MQ_0053,step1,0.7509,False,False,False,C,A,A,A
mistral7b,full,MQ_0183,step2&3,0.751,True,False,False,A,A,B,B
mistral7b,full,MQ_0994,step2&3,0.7529,False,True,False,C,A,C,A
mistral7b,full,MQ_0590,step1,0.754,False,True,True,B,D,B,B
mistral7b,full,MQ_0105,step2&3,0.7542,False,True,False,B,A,B,A
mistral7b,full,MQ_0111,step2&3,0.7547,False,True,True,B,A,B,B
mistral7b,full,MQ_0328,step2&3,0.7552,False,True,False,A,C,A,C
mistral7b,full,MQ_0858,step1,0.7569,False,False,False,C,B,B,B
mistral7b,full,MQ_0051,step2&3,0.7572,False,False,False,B,D,D,D
mistral7b,full,MQ_0520,step1,0.7577,False,False,False,A,D,D,D
mistral7b,full,MQ_0076,step1,0.758,False,False,False,D,A,A,A
mistral7b,full,MQ_0501,step2&3,0.7581,False,False,False,C,A,A,A
mistral7b,full,MQ_0703,step2&3,0.7581,True,False,False,D,D,A,A
mistral7b,full,MQ_0926,step2&3,0.7584,True,False,True,A,A,D,A
mistral7b,full,MQ_0314,step2&3,0.759,False,False,False,C,A,A,A
mistral7b,full,MQ_0131,step2&3,0.7596,False,False,False,B,A,A,A
mistral7b,full,MQ_0595,step2&3,0.7606,True,True,True,D,D,D,D
mistral7b,full,MQ_0138,step1,0.761,False,False,False,C,D,A,D
mistral7b,full,MQ_0303,step2&3,0.7617,True,False,False,A,A,C,D
mistral7b,full,MQ_0056,step1,0.7627,True,True,True,A,A,A,A
mistral7b,full,MQ_0869,step1,0.7628,True,False,False,A,A,D,D
mistral7b,full,MQ_0055,step1,0.7633,False,False,False,A,C,C,C
mistral7b,full,MQ_0694,step2&3,0.7639,True,True,False,C,C,C,D
mistral7b,full,MQ_0446,step2&3,0.7642,False,False,True,B,A,A,B
mistral7b,full,MQ_0513,step1,0.7652,False,False,False,D,A,C,A
mistral7b,full,MQ_0014,step2&3,0.7661,False,False,False,D,C,C,C
mistral7b,full,MQ_0900,step2&3,0.7662,False,False,False,D,C,A,A
mistral7b,full,MQ_0240,step1,0.7663,True,True,True,D,D,D,D
mistral7b,full,MQ_0137,step1,0.7669,False,False,False,B,A,D,A
mistral7b,full,MQ_0402,step2&3,0.7669,True,True,True,A,A,A,A
mistral7b,full,MQ_0325,step2&3,0.7674,False,False,True,C,B,A,C
mistral7b,full,MQ_0130,step2&3,0.7683,False,False,False,C,A,A,A
mistral7b,full,MQ_0108,step2&3,0.7686,True,True,True,D,D,D,D
mistral7b,full,MQ_0092,step2&3,0.7687,True,True,True,A,A,A,A
mistral7b,full,MQ_0823,step2&3,0.769,False,False,False,B,A,A,A
mistral7b,full,MQ_0162,step2&3,0.7692,False,True,False,C,A,C,D
mistral7b,full,MQ_0188,step2&3,0.7694,True,False,True,A,A,C,A
mistral7b,full,MQ_0350,step2&3,0.7706,True,True,True,D,D,D,D
mistral7b,full,MQ_0943,step2&3,0.7711,False,False,False,B,D,A,A
mistral7b,full,MQ_0621,step2&3,0.7718,False,False,False,D,C,C,C
mistral7b,full,MQ_0075,step1,0.7721,False,False,False,D,A,A,A
mistral7b,full,MQ_0200,step1,0.7723,True,True,True,A,A,A,A
mistral7b,full,MQ_0608,step1,0.7723,False,True,True,B,A,B,B
mistral7b,full,MQ_0862,step1,0.7725,False,False,False,D,C,C,C
mistral7b,full,MQ_0128,step2&3,0.7737,True,True,True,A,A,A,A
mistral7b,full,MQ_0265,step2&3,0.7737,True,False,True,A,A,D,A
mistral7b,full,MQ_0019,step2&3,0.774,False,True,True,C,A,C,C
mistral7b,full,MQ_0689,step1,0.7741,True,True,True,C,C,C,C
mistral7b,full,MQ_0148,step1,0.7748,False,False,False,C,A,A,A
mistral7b,full,MQ_0543,step1,0.7748,False,True,False,C,A,C,D
mistral7b,full,MQ_0071,step1,0.7751,False,False,True,B,C,C,B
mistral7b,full,MQ_0112,step2&3,0.7752,False,True,True,C,D,C,C
mistral7b,full,MQ_0202,step2&3,0.7758,True,True,True,B,B,B,B
mistral7b,full,MQ_0927,step2&3,0.776,True,True,True,A,A,A,A
mistral7b,full,MQ_0572,step1,0.7768,False,False,False,B,D,D,D
mistral7b,full,MQ_0746,step2&3,0.7768,False,False,False,B,D,D,D
mistral7b,full,MQ_0770,step1,0.7771,False,False,False,C,A,A,A
mistral7b,full,MQ_0871,step2&3,0.7771,False,False,False,B,A,A,A
mistral7b,full,MQ_0457,step2&3,0.7778,False,False,False,D,A,A,A
mistral7b,full,MQ_0716,step1,0.7778,False,False,True,C,B,B,C
mistral7b,full,MQ_0961,step2&3,0.7782,False,False,False,A,B,B,B
mistral7b,full,MQ_0386,step2&3,0.7785,True,True,True,D,D,D,D
mistral7b,full,MQ_0946,step2&3,0.7786,False,False,False,D,C,C,C
mistral7b,full,MQ_0851,step1,0.7787,False,False,True,A,D,D,A
mistral7b,full,MQ_0908,step2&3,0.7789,True,True,True,A,A,A,A
mistral7b,full,MQ_0860,step2&3,0.7803,True,True,True,C,C,C,C
mistral7b,full,MQ_0626,step2&3,0.781,False,False,False,B,A,A,A
mistral7b,full,MQ_0924,step2&3,0.7812,False,False,False,B,A,A,A
mistral7b,full,MQ_0248,step1,0.7813,False,False,False,A,B,B,B
mistral7b,full,MQ_0939,step1,0.7813,True,True,True,D,D,D,D
mistral7b,full,MQ_0907,step2&3,0.7816,False,False,False,C,A,A,A
mistral7b,full,MQ_0086,step2&3,0.7823,False,False,False,B,A,A,A
mistral7b,full,MQ_0587,step2&3,0.7828,True,True,True,B,B,B,B
mistral7b,full,MQ_0782,step2&3,0.7833,False,False,False,B,A,A,A
mistral7b,full,MQ_0598,step2&3,0.7836,True,True,False,B,B,B,A
mistral7b,full,MQ_0021,step2&3,0.7844,True,True,False,B,B,B,D
mistral7b,full,MQ_0178,step1,0.785,True,True,True,C,C,C,C
mistral7b,full,MQ_0455,step1,0.785,False,False,False,C,A,A,D
mistral7b,full,MQ_0074,step2&3,0.7854,True,True,True,C,C,C,C
mistral7b,full,MQ_0164,step2&3,0.786,True,True,False,B,B,B,D
mistral7b,full,MQ_0613,step2&3,0.7863,False,False,False,C,B,B,B
mistral7b,full,MQ_0489,step1,0.7864,True,False,False,B,B,A,A
mistral7b,full,MQ_0697,step2&3,0.7865,False,False,False,B,C,C,A
mistral7b,full,MQ_0389,step2&3,0.7867,False,False,False,D,C,C,C
mistral7b,full,MQ_0688,step2&3,0.7869,False,False,False,B,A,A,A
mistral7b,full,MQ_0145,step2&3,0.7873,False,False,False,D,A,A,A
mistral7b,full,MQ_0644,step2&3,0.7873,True,True,True,D,D,D,D
mistral7b,full,MQ_0852,step2&3,0.7876,False,False,False,C,B,D,B
mistral7b,full,MQ_0930,step2&3,0.7882,False,False,False,D,B,B,B
mistral7b,full,MQ_0379,step2&3,0.7885,False,False,False,D,A,C,C
mistral7b,full,MQ_0029,step2&3,0.7892,False,False,False,D,A,A,A
mistral7b,full,MQ_0473,step2&3,0.7892,False,False,False,D,A,A,A
mistral7b,full,MQ_0251,step1,0.7894,True,True,True,A,A,A,A
mistral7b,full,MQ_0475,step1,0.7895,False,False,False,D,A,A,A
mistral7b,full,MQ_0343,step1,0.7902,False,False,False,B,D,D,D
mistral7b,full,MQ_0312,step2&3,0.7903,False,False,False,B,D,D,D
mistral7b,full,MQ_0776,step2&3,0.7903,False,False,False,D,B,B,B
mistral7b,full,MQ_0099,step1,0.7906,True,True,True,A,A,A,A
mistral7b,full,MQ_0140,step1,0.7906,True,False,False,A,A,C,C
mistral7b,full,MQ_0741,step2&3,0.7906,True,True,True,C,C,C,C
mistral7b,full,MQ_0122,step2&3,0.7908,False,False,False,A,C,D,C
mistral7b,full,MQ_0571,step1,0.7908,False,False,False,B,A,A,A
mistral7b,full,MQ_0867,step2&3,0.7914,False,False,False,A,C,B,C
mistral7b,full,MQ_0194,step1,0.7918,False,False,False,C,D,A,A
mistral7b,full,MQ_0577,step1,0.7918,False,False,False,B,A,A,A
mistral7b,full,MQ_0922,step1,0.792,False,True,True,A,D,A,A
mistral7b,full,MQ_0143,step2&3,0.7926,False,True,False,C,B,C,A
mistral7b,full,MQ_0893,step2&3,0.7926,False,False,False,C,D,A,D
mistral7b,full,MQ_0514,step1,0.7934,True,True,True,A,A,A,A
mistral7b,full,MQ_0700,step1,0.7937,False,False,False,B,A,A,A
mistral7b,full,MQ_0968,step2&3,0.7938,True,True,True,A,A,A,A
mistral7b,full,MQ_0474,step1,0.794,True,True,True,A,A,A,A
mistral7b,full,MQ_0215,step2&3,0.7941,True,False,False,B,B,A,A
mistral7b,full,MQ_0070,step2&3,0.7945,False,False,False,B,D,D,D
mistral7b,full,MQ_0028,step2&3,0.7949,True,False,False,D,D,A,A
mistral7b,full,MQ_0511,step1,0.7955,False,False,False,C,D,A,A
mistral7b,full,MQ_0012,step1,0.7957,True,True,True,A,A,A,A
mistral7b,full,MQ_0450,step2&3,0.7958,False,False,False,C,A,A,A
mistral7b,full,MQ_0319,step2&3,0.7965,False,False,False,C,D,D,D
mistral7b,full,MQ_0686,step1,0.7966,True,True,True,A,A,A,A
mistral7b,full,MQ_0890,step1,0.7966,True,True,True,D,D,D,D
mistral7b,full,MQ_0813,step2&3,0.7969,False,True,True,B,C,B,B
mistral7b,full,MQ_0009,step2&3,0.797,True,True,False,D,D,D,C
mistral7b,full,MQ_0748,step2&3,0.7981,True,False,True,C,C,B,C
mistral7b,full,MQ_0033,step2&3,0.7986,True,False,False,B,B,A,A
mistral7b,full,MQ_0281,step2&3,0.7989,False,True,False,B,C,B,D
qwen25,full,MQ_0452,step2&3,0.5212,True,True,False,D,D,D,B
qwen25,full,MQ_0158,step2&3,0.6357,True,True,True,C,C,C,C
qwen25,full,MQ_0992,step2&3,0.6362,False,False,False,B,D,D,D
qwen25,full,MQ_0237,step1,0.6382,False,False,True,C,D,D,C
qwen25,full,MQ_0991,step1,0.6515,False,True,False,B,A,B,A
qwen25,full,MQ_0617,step2&3,0.6522,False,False,False,D,A,C,A
qwen25,full,MQ_0628,step2&3,0.6523,False,False,False,D,C,C,C
qwen25,full,MQ_0661,step1,0.656,True,True,False,B,B,B,A
qwen25,full,MQ_0070,step2&3,0.6622,False,False,False,B,D,A,A
qwen25,full,MQ_0028,step2&3,0.6643,False,False,False,D,A,A,A
qwen25,full,MQ_0613,step2&3,0.6655,True,True,False,C,C,C,B
qwen25,full,MQ_0019,step2&3,0.6686,True,False,True,C,C,A,C
qwen25,full,MQ_0773,step1,0.6746,False,False,False,D,A,A,A
qwen25,full,MQ_0563,step2&3,0.6928,False,False,False,C,A,A,A
qwen25,full,MQ_0861,step2&3,0.6947,True,False,False,A,A,D,D
qwen25,full,MQ_0160,step2&3,0.6966,False,False,False,D,A,A,A
qwen25,full,MQ_0299,step1,0.6979,True,False,True,A,A,B,A
qwen25,full,MQ_0199,step2&3,0.6995,True,False,True,B,B,C,B
qwen25,full,MQ_0832,step2&3,0.7003,True,False,True,C,C,A,C
qwen25,full,MQ_0585,step2&3,0.7012,False,False,True,C,A,A,C
qwen25,full,MQ_0584,step2&3,0.7013,True,True,True,C,C,C,C
qwen25,full,MQ_0520,step1,0.7029,False,False,False,A,D,D,D
qwen25,full,MQ_0798,step2&3,0.7039,True,True,True,C,C,C,C
qwen25,full,MQ_0023,step2&3,0.705,True,True,True,A,A,A,A
qwen25,full,MQ_0549,step2&3,0.7072,False,False,True,B,C,C,B
qwen25,full,MQ_0003,step2&3,0.7091,True,True,True,C,C,C,C
qwen25,full,MQ_0821,step1,0.7113,False,False,False,C,A,A,A
qwen25,full,MQ_0623,step2&3,0.7124,True,True,True,D,D,D,D
qwen25,full,MQ_0729,step1,0.7126,False,False,False,C,A,A,A
qwen25,full,MQ_0994,step2&3,0.7128,True,True,False,C,C,C,D
qwen25,full,MQ_0955,step2&3,0.7133,True,False,False,C,C,A,A
qwen25,full,MQ_0593,step2&3,0.7139,False,False,False,B,C,D,D
qwen25,full,MQ_0154,step2&3,0.7147,False,False,False,A,D,C,D
qwen25,full,MQ_0836,step2&3,0.716,False,False,False,C,D,B,B
qwen25,full,MQ_0063,step2&3,0.7165,False,False,False,B,C,C,C
qwen25,full,MQ_0095,step2&3,0.7169,True,True,True,C,C,C,C
qwen25,full,MQ_0242,step1,0.7172,False,False,False,C,D,A,B
qwen25,full,MQ_0752,step2&3,0.7176,False,False,False,D,C,A,B
qwen25,full,MQ_0967,step1,0.7178,False,True,False,D,A,D,A
qwen25,full,MQ_0781,step2&3,0.7188,True,True,True,B,B,B,B
qwen25,full,MQ_0674,step2&3,0.719,True,True,True,C,C,C,C
qwen25,full,MQ_0194,step1,0.7192,False,False,False,C,A,B,A
qwen25,full,MQ_0205,step2&3,0.7201,False,False,False,C,A,A,A
qwen25,full,MQ_0389,step2&3,0.7205,False,False,False,D,C,C,C
qwen25,full,MQ_0039,step2&3,0.7206,True,True,True,D,D,D,D
qwen25,full,MQ_0116,step2&3,0.7216,False,False,True,A,D,D,A
qwen25,full,MQ_0638,step2&3,0.7235,False,False,False,D,B,A,A
qwen25,full,MQ_0536,step2&3,0.725,False,False,True,A,B,C,A
qwen25,full,MQ_0423,step2&3,0.726,True,True,True,A,A,A,A
qwen25,full,MQ_0140,step1,0.727,False,True,True,A,C,A,A
qwen25,full,MQ_0770,step1,0.727,False,False,False,C,A,D,B
qwen25,full,MQ_0570,step2&3,0.7272,False,False,False,D,C,A,A
qwen25,full,MQ_0615,step2&3,0.7301,True,False,True,C,C,B,C
qwen25,full,MQ_0738,step1,0.731,False,False,False,B,C,A,C
qwen25,full,MQ_0755,step2&3,0.7322,False,False,False,D,C,C,B
qwen25,full,MQ_0403,step2&3,0.733,False,True,False,B,C,B,D
qwen25,full,MQ_0924,step2&3,0.7336,True,True,False,B,B,B,C
qwen25,full,MQ_0699,step2&3,0.7342,False,False,False,A,D,D,D
qwen25,full,MQ_0260,step1,0.7347,True,True,True,A,A,A,A
qwen25,full,MQ_0539,step2&3,0.7355,False,False,False,C,A,A,B
qwen25,full,MQ_0203,step2&3,0.7365,False,False,True,C,B,D,C
qwen25,full,MQ_0928,step1,0.7368,False,True,True,B,A,B,B
qwen25,full,MQ_0152,step1,0.7391,False,False,False,B,C,C,A
qwen25,full,MQ_0573,step2&3,0.7409,False,False,False,C,B,B,B
qwen25,full,MQ_0274,step1,0.7415,True,True,True,C,C,C,C
qwen25,full,MQ_0068,step2&3,0.7421,False,False,True,D,C,C,D
qwen25,full,MQ_0461,step1,0.7426,False,True,False,A,B,A,B
qwen25,full,MQ_0200,step1,0.7431,True,True,False,A,A,A,B
qwen25,full,MQ_0877,step1,0.7431,False,False,False,A,C,C,C
qwen25,full,MQ_0513,step1,0.7442,False,True,False,D,A,D,A
qwen25,full,MQ_0646,step2&3,0.7452,True,False,True,A,A,C,A
qwen25,full,MQ_0505,step2&3,0.7462,True,False,False,C,C,B,B
qwen25,full,MQ_0433,step2&3,0.7466,False,True,True,A,B,A,A
qwen25,full,MQ_0211,step1,0.747,False,True,True,A,B,A,A
qwen25,full,MQ_0643,step1,0.7474,False,True,True,A,C,A,A
qwen25,full,MQ_0105,step2&3,0.7477,False,True,False,B,C,B,A
qwen25,full,MQ_0762,step2&3,0.748,False,False,False,C,B,B,B
qwen25,full,MQ_0136,step1,0.7485,True,True,True,A,A,A,A
