model,question_id,dss,correct_alpha,correct_beta,correct_gamma,correct_answer
llama31,MQ_0950,0.6049,True,False,False,B
llama31,MQ_0018,0.6644,True,False,False,D
llama31,MQ_0042,0.6644,False,False,False,B
llama31,MQ_0056,0.6644,True,True,False,A
llama31,MQ_0084,0.6644,True,True,False,A
llama31,MQ_0088,0.6644,False,False,False,C
llama31,MQ_0092,0.6644,True,False,False,A
llama31,MQ_0098,0.6644,True,True,False,A
llama31,MQ_0115,0.6644,True,True,False,A
llama31,MQ_0120,0.6644,True,False,True,D
llama31,MQ_0134,0.6644,True,False,True,D
llama31,MQ_0145,0.6644,True,False,False,D
llama31,MQ_0167,0.6644,True,False,False,D
llama31,MQ_0169,0.6644,True,True,False,D
llama31,MQ_0206,0.6644,False,False,False,B
llama31,MQ_0216,0.6644,True,False,True,D
llama31,MQ_0221,0.6644,True,False,False,D
llama31,MQ_0225,0.6644,True,True,False,D
llama31,MQ_0251,0.6644,True,True,False,A
llama31,MQ_0273,0.6644,True,False,True,D
llama31,MQ_0289,0.6644,False,False,False,C
llama31,MQ_0298,0.6644,False,True,False,A
llama31,MQ_0301,0.6644,False,False,False,B
llama31,MQ_0314,0.6644,False,False,False,C
llama31,MQ_0315,0.6644,False,False,True,A
llama31,MQ_0316,0.6644,False,True,True,A
llama31,MQ_0318,0.6644,True,False,True,A
llama31,MQ_0336,0.6644,True,False,True,D
llama31,MQ_0350,0.6644,True,True,False,D
llama31,MQ_0368,0.6644,False,False,False,C
llama31,MQ_0379,0.6644,True,False,True,D
llama31,MQ_0400,0.6644,True,True,False,A
llama31,MQ_0415,0.6644,False,False,False,C
llama31,MQ_0426,0.6644,True,False,True,A
llama31,MQ_0433,0.6644,True,True,False,A
llama31,MQ_0436,0.6644,True,True,False,A
llama31,MQ_0439,0.6644,True,False,False,D
llama31,MQ_0454,0.6644,False,False,False,B
llama31,MQ_0464,0.6644,True,True,False,D
llama31,MQ_0475,0.6644,False,True,False,D
llama31,MQ_0486,0.6644,False,True,True,A
llama31,MQ_0491,0.6644,True,False,True,D
llama31,MQ_0506,0.6644,True,True,False,D
llama31,MQ_0533,0.6644,False,False,False,B
llama31,MQ_0538,0.6644,True,False,True,A
llama31,MQ_0542,0.6644,True,False,True,D
llama31,MQ_0560,0.6644,False,True,True,A
llama31,MQ_0572,0.6644,False,False,False,B
llama31,MQ_0579,0.6644,True,True,False,A
llama31,MQ_0625,0.6644,False,True,False,A
llama31,MQ_0629,0.6644,True,True,False,D
llama31,MQ_0640,0.6644,True,True,False,D
llama31,MQ_0641,0.6644,True,True,False,A
llama31,MQ_0646,0.6644,True,True,False,A
llama31,MQ_0686,0.6644,True,False,False,A
llama31,MQ_0703,0.6644,False,True,True,D
llama31,MQ_0714,0.6644,False,True,True,A
llama31,MQ_0715,0.6644,True,False,False,D
llama31,MQ_0718,0.6644,True,True,False,D
llama31,MQ_0752,0.6644,False,False,True,D
llama31,MQ_0753,0.6644,False,False,False,C
llama31,MQ_0757,0.6644,True,False,False,D
llama31,MQ_0759,0.6644,False,True,True,A
llama31,MQ_0768,0.6644,True,True,False,D
llama31,MQ_0777,0.6644,False,False,False,C
llama31,MQ_0788,0.6644,False,False,False,C
llama31,MQ_0810,0.6644,True,True,False,A
llama31,MQ_0827,0.6644,True,False,False,D
llama31,MQ_0833,0.6644,False,True,True,D
llama31,MQ_0835,0.6644,True,False,False,A
llama31,MQ_0856,0.6644,False,True,False,A
llama31,MQ_0863,0.6644,True,True,False,A
llama31,MQ_0877,0.6644,True,True,False,A
llama31,MQ_0879,0.6644,True,False,False,A
llama31,MQ_0896,0.6644,False,False,False,C
llama31,MQ_0908,0.6644,True,True,False,A
llama31,MQ_0917,0.6644,True,False,True,D
llama31,MQ_0918,0.6644,True,True,False,D
llama31,MQ_0919,0.6644,False,False,False,B
llama31,MQ_0966,0.6644,False,False,True,A
llama31,MQ_0967,0.6644,True,True,False,D
llama31,MQ_0990,0.6644,True,False,True,A
llama31,MQ_0998,0.6644,True,True,False,D
llama31,MQ_0999,0.6644,True,False,True,A
llama31,MQ_0069,0.6729,False,True,False,A
llama31,MQ_0151,0.6729,False,True,False,B
llama31,MQ_0217,0.6729,False,True,False,B
llama31,MQ_0240,0.6729,False,False,False,D
llama31,MQ_0300,0.6729,False,True,False,B
llama31,MQ_0304,0.6729,False,False,True,A
llama31,MQ_0364,0.6729,True,False,False,A
llama31,MQ_0534,0.6729,False,False,False,D
llama31,MQ_0553,0.6729,False,False,True,C
llama31,MQ_0697,0.6729,True,False,False,B
llama31,MQ_0741,0.6729,True,False,False,C
llama31,MQ_0786,0.6729,True,False,False,C
llama31,MQ_0820,0.6729,True,False,False,B
llama31,MQ_0867,0.6729,True,False,False,A
llama31,MQ_0884,0.6729,False,False,True,C
llama31,MQ_0904,0.6729,True,False,False,C
llama31,MQ_0002,0.6935,True,False,False,C
llama31,MQ_0013,0.6935,False,False,True,B
llama31,MQ_0024,0.6935,False,True,False,B
llama31,MQ_0101,0.6935,True,False,False,C
llama31,MQ_0255,0.6935,False,False,False,A
llama31,MQ_0360,0.6935,True,False,False,B
llama31,MQ_0511,0.6935,True,False,False,C
llama31,MQ_0570,0.6935,False,True,False,D
llama31,MQ_0597,0.6935,False,False,True,D
llama31,MQ_0667,0.6935,True,False,False,C
llama31,MQ_0683,0.6935,True,False,False,C
llama31,MQ_0688,0.6935,True,False,False,B
llama31,MQ_0732,0.6935,False,False,False,A
llama31,MQ_0803,0.6935,True,False,False,B
llama31,MQ_0962,0.6935,True,False,False,B
llama31,MQ_0983,0.6935,True,False,False,D
llama31,MQ_0055,0.757,True,True,False,A
llama31,MQ_0099,0.757,False,True,True,A
llama31,MQ_0136,0.757,False,True,False,A
llama31,MQ_0148,0.757,True,True,False,C
llama31,MQ_0149,0.757,True,False,True,C
llama31,MQ_0152,0.757,False,False,False,B
llama31,MQ_0183,0.757,True,False,False,A
llama31,MQ_0196,0.757,True,False,True,A
llama31,MQ_0205,0.757,True,False,False,C
llama31,MQ_0211,0.757,True,False,True,A
llama31,MQ_0244,0.757,True,True,False,C
llama31,MQ_0277,0.757,True,False,False,C
llama31,MQ_0280,0.757,True,False,False,C
llama31,MQ_0367,0.757,True,True,False,C
llama31,MQ_0378,0.757,True,True,False,A
llama31,MQ_0383,0.757,True,False,False,C
llama31,MQ_0399,0.757,True,False,False,C
llama31,MQ_0401,0.757,True,True,False,A
llama31,MQ_0421,0.757,True,True,False,A
llama31,MQ_0455,0.757,True,True,False,C
llama31,MQ_0460,0.757,True,True,False,A
llama31,MQ_0528,0.757,True,True,False,C
llama31,MQ_0536,0.757,True,True,False,A
llama31,MQ_0543,0.757,True,False,False,C
llama31,MQ_0557,0.757,False,True,False,A
llama31,MQ_0563,0.757,True,True,False,C
llama31,MQ_0566,0.757,False,True,True,A
llama31,MQ_0575,0.757,True,False,False,A
llama31,MQ_0591,0.757,True,False,True,C
llama31,MQ_0594,0.757,True,False,False,C
llama31,MQ_0613,0.757,True,True,False,C
llama31,MQ_0621,0.757,False,False,False,D
llama31,MQ_0709,0.757,True,True,False,C
llama31,MQ_0711,0.757,False,True,True,C
llama31,MQ_0729,0.757,True,False,False,C
llama31,MQ_0750,0.757,False,False,False,D
llama31,MQ_0767,0.757,True,True,False,A
llama31,MQ_0770,0.757,True,False,False,C
llama31,MQ_0771,0.757,True,False,True,C
llama31,MQ_0815,0.757,False,False,False,D
llama31,MQ_0830,0.757,True,False,False,C
llama31,MQ_0854,0.757,True,False,False,C
llama31,MQ_0860,0.757,True,False,True,C
llama31,MQ_0875,0.757,False,True,True,C
llama31,MQ_0886,0.757,False,True,True,C
llama31,MQ_0891,0.757,True,False,True,C
llama31,MQ_0895,0.757,True,True,False,C
llama31,MQ_0897,0.757,True,False,False,C
llama31,MQ_0907,0.757,True,False,False,C
llama31,MQ_0916,0.757,True,True,False,A
llama31,MQ_0921,0.757,True,False,True,C
llama31,MQ_0922,0.757,True,False,False,A
llama31,MQ_0938,0.757,True,False,True,A
llama31,MQ_0955,0.757,True,True,False,C
llama31,MQ_0986,0.757,False,True,True,A
llama31,MQ_0989,0.757,False,False,True,C
llama31,MQ_0007,0.7571,False,True,True,B
llama31,MQ_0010,0.7571,True,True,False,B
llama31,MQ_0012,0.7571,True,False,False,A
llama31,MQ_0025,0.7571,False,False,False,C
llama31,MQ_0027,0.7571,True,False,True,B
llama31,MQ_0034,0.7571,False,True,False,B
llama31,MQ_0049,0.7571,True,False,False,A
llama31,MQ_0065,0.7571,True,False,False,B
llama31,MQ_0079,0.7571,True,False,True,B
llama31,MQ_0111,0.7571,True,True,False,B
llama31,MQ_0131,0.7571,True,False,False,B
llama31,MQ_0139,0.7571,False,True,True,A
llama31,MQ_0163,0.7571,True,False,False,B
llama31,MQ_0176,0.7571,True,False,False,A
llama31,MQ_0187,0.7571,True,True,False,A
llama31,MQ_0215,0.7571,True,False,False,B
llama31,MQ_0231,0.7571,True,False,True,A
llama31,MQ_0249,0.7571,True,True,False,A
llama31,MQ_0271,0.7571,True,False,False,A
llama31,MQ_0276,0.7571,False,False,True,A
llama31,MQ_0278,0.7571,True,True,False,B
llama31,MQ_0302,0.7571,False,True,True,A
llama31,MQ_0327,0.7571,False,True,True,A
llama31,MQ_0328,0.7571,False,True,False,A
llama31,MQ_0341,0.7571,True,True,False,A
llama31,MQ_0362,0.7571,True,False,True,B
llama31,MQ_0371,0.7571,True,False,False,B
llama31,MQ_0382,0.7571,True,False,False,B
llama31,MQ_0395,0.7571,False,False,True,B
llama31,MQ_0397,0.7571,True,False,False,A
llama31,MQ_0402,0.7571,True,False,True,A
llama31,MQ_0425,0.7571,True,True,False,A
llama31,MQ_0429,0.7571,True,True,False,B
llama31,MQ_0459,0.7571,True,False,True,A
llama31,MQ_0481,0.7571,True,True,False,B
llama31,MQ_0492,0.7571,True,False,True,B
llama31,MQ_0499,0.7571,False,False,False,D
llama31,MQ_0502,0.7571,False,True,True,B
llama31,MQ_0515,0.7571,False,False,False,D
llama31,MQ_0521,0.7571,True,True,False,A
llama31,MQ_0525,0.7571,True,False,False,A
llama31,MQ_0539,0.7571,False,False,False,C
llama31,MQ_0559,0.7571,True,True,False,A
llama31,MQ_0577,0.7571,True,False,True,B
llama31,MQ_0602,0.7571,True,False,False,B
llama31,MQ_0605,0.7571,True,False,False,B
llama31,MQ_0608,0.7571,True,False,True,B
llama31,MQ_0620,0.7571,False,True,False,A
llama31,MQ_0645,0.7571,True,False,False,A
llama31,MQ_0657,0.7571,True,False,False,B
llama31,MQ_0659,0.7571,True,False,True,B
llama31,MQ_0713,0.7571,True,False,False,A
llama31,MQ_0717,0.7571,True,False,False,B
llama31,MQ_0727,0.7571,True,False,False,B
llama31,MQ_0730,0.7571,False,True,True,A
llama31,MQ_0754,0.7571,True,True,False,A
llama31,MQ_0755,0.7571,False,False,False,D
llama31,MQ_0801,0.7571,True,True,False,B
llama31,MQ_0825,0.7571,True,True,False,A
llama31,MQ_0847,0.7571,True,False,False,B
llama31,MQ_0850,0.7571,False,True,True,A
llama31,MQ_0852,0.7571,False,False,False,C
llama31,MQ_0883,0.7571,True,False,False,A
llama31,MQ_0898,0.7571,True,False,False,A
llama31,MQ_0911,0.7571,False,False,False,C
llama31,MQ_0947,0.7571,True,False,False,B
llama31,MQ_0954,0.7571,False,False,False,C
llama31,MQ_0957,0.7571,False,True,True,A
llama31,MQ_0961,0.7571,True,False,False,A
llama31,MQ_0969,0.7571,True,False,False,B
llama31,MQ_0028,0.767,False,True,True,D
llama31,MQ_0035,0.767,False,False,False,A
llama31,MQ_0037,0.767,True,False,True,C
llama31,MQ_0053,0.767,True,False,False,C
llama31,MQ_0076,0.767,True,False,True,D
llama31,MQ_0080,0.767,True,True,False,D
llama31,MQ_0082,0.767,False,False,False,A
llama31,MQ_0085,0.767,True,False,True,D
llama31,MQ_0090,0.767,True,False,False,D
llama31,MQ_0100,0.767,True,True,False,C
llama31,MQ_0108,0.767,True,False,False,D
llama31,MQ_0110,0.767,False,False,True,D
llama31,MQ_0112,0.767,True,False,False,C
llama31,MQ_0121,0.767,True,False,True,D
llama31,MQ_0140,0.767,False,False,False,A
llama31,MQ_0146,0.767,True,True,False,D
llama31,MQ_0168,0.767,True,False,True,C
llama31,MQ_0219,0.767,True,False,False,D
llama31,MQ_0228,0.767,False,False,False,A
llama31,MQ_0229,0.767,True,False,False,D
llama31,MQ_0252,0.767,True,True,False,D
llama31,MQ_0272,0.767,False,False,False,B
llama31,MQ_0390,0.767,False,True,False,C
llama31,MQ_0391,0.767,True,False,False,C
llama31,MQ_0418,0.767,True,False,True,C
llama31,MQ_0419,0.767,False,False,False,B
llama31,MQ_0431,0.767,True,False,True,D
llama31,MQ_0441,0.767,True,True,False,C
llama31,MQ_0452,0.767,True,False,False,D
llama31,MQ_0517,0.767,True,False,False,C
llama31,MQ_0535,0.767,False,True,True,D
llama31,MQ_0583,0.767,True,False,False,C
llama31,MQ_0589,0.767,False,False,False,A
llama31,MQ_0592,0.767,True,True,False,C
llama31,MQ_0628,0.767,False,True,False,D
llama31,MQ_0639,0.767,False,False,False,A
llama31,MQ_0642,0.767,False,True,True,C
llama31,MQ_0644,0.767,True,True,False,D
llama31,MQ_0662,0.767,True,True,False,C
llama31,MQ_0674,0.767,False,True,False,C
llama31,MQ_0682,0.767,False,True,True,D
llama31,MQ_0705,0.767,False,False,True,D
llama31,MQ_0747,0.767,False,False,True,D
llama31,MQ_0763,0.767,True,True,False,C
llama31,MQ_0806,0.767,True,False,False,C
llama31,MQ_0824,0.767,True,True,False,C
llama31,MQ_0834,0.767,False,True,False,C
llama31,MQ_0853,0.767,True,True,False,C
llama31,MQ_0862,0.767,True,False,False,D
llama31,MQ_0864,0.767,True,True,False,C
llama31,MQ_0887,0.767,True,False,True,C
llama31,MQ_0892,0.767,False,True,False,C
llama31,MQ_0893,0.767,True,False,True,C
llama31,MQ_0923,0.767,False,True,True,C
llama31,MQ_0933,0.767,True,False,False,C
llama31,MQ_0936,0.767,True,False,True,D
llama31,MQ_0944,0.767,True,True,False,C
llama31,MQ_0948,0.767,True,False,False,C
llama31,MQ_0951,0.767,True,False,False,D
llama31,MQ_0953,0.767,False,True,False,C
llama31,MQ_0970,0.767,True,True,False,D
llama31,MQ_0993,0.767,False,False,False,A
llama31,MQ_0004,0.7883,True,False,False,B
llama31,MQ_0006,0.7883,False,False,False,C
llama31,MQ_0038,0.7883,False,True,True,B
llama31,MQ_0045,0.7883,True,False,False,D
llama31,MQ_0070,0.7883,True,False,True,B
llama31,MQ_0077,0.7883,True,False,False,B
llama31,MQ_0086,0.7883,True,False,True,B
llama31,MQ_0105,0.7883,True,True,False,B
llama31,MQ_0119,0.7883,True,False,False,B
llama31,MQ_0189,0.7883,True,True,False,D
llama31,MQ_0213,0.7883,True,False,True,D
llama31,MQ_0343,0.7883,True,True,False,B
llama31,MQ_0351,0.7883,True,True,False,B
llama31,MQ_0363,0.7883,True,True,False,B
llama31,MQ_0377,0.7883,False,False,False,A
llama31,MQ_0394,0.7883,True,True,False,B
llama31,MQ_0410,0.7883,True,False,True,B
llama31,MQ_0430,0.7883,False,True,True,D
llama31,MQ_0437,0.7883,False,True,False,B
llama31,MQ_0442,0.7883,False,True,True,B
llama31,MQ_0445,0.7883,True,False,False,B
llama31,MQ_0448,0.7883,True,True,False,B
llama31,MQ_0461,0.7883,False,False,False,A
llama31,MQ_0469,0.7883,False,True,False,B
llama31,MQ_0490,0.7883,False,False,False,A
llama31,MQ_0500,0.7883,True,True,False,D
llama31,MQ_0504,0.7883,True,False,True,D
llama31,MQ_0546,0.7883,True,False,True,D
llama31,MQ_0547,0.7883,False,True,True,B
llama31,MQ_0571,0.7883,True,False,False,B
llama31,MQ_0581,0.7883,True,True,False,D
llama31,MQ_0590,0.7883,False,False,True,B
llama31,MQ_0593,0.7883,True,False,True,B
llama31,MQ_0596,0.7883,True,True,False,B
llama31,MQ_0623,0.7883,True,True,False,D
llama31,MQ_0653,0.7883,True,False,True,D
llama31,MQ_0656,0.7883,False,False,False,C
llama31,MQ_0699,0.7883,False,False,False,A
llama31,MQ_0704,0.7883,False,True,True,B
llama31,MQ_0776,0.7883,True,True,False,D
llama31,MQ_0783,0.7883,True,True,False,D
llama31,MQ_0793,0.7883,True,False,False,D
llama31,MQ_0816,0.7883,True,False,True,D
llama31,MQ_0821,0.7883,False,False,False,C
llama31,MQ_0829,0.7883,False,False,False,A
llama31,MQ_0840,0.7883,False,False,False,C
llama31,MQ_0844,0.7883,True,False,False,B
llama31,MQ_0845,0.7883,False,False,False,C
llama31,MQ_0857,0.7883,True,False,False,D
llama31,MQ_0873,0.7883,False,True,True,D
llama31,MQ_0876,0.7883,True,False,False,D
llama31,MQ_0889,0.7883,False,False,True,D
llama31,MQ_0902,0.7883,True,False,False,D
llama31,MQ_0909,0.7883,False,False,False,C
llama31,MQ_0926,0.7883,False,False,False,A
llama31,MQ_0928,0.7883,True,False,False,B
llama31,MQ_0930,0.7883,False,True,True,D
llama31,MQ_0943,0.7883,True,False,False,B
llama31,MQ_0971,0.7883,True,False,True,D
llama32,MQ_0390,0.1029,True,False,False,C
llama32,MQ_0882,0.1232,True,False,True,A
llama32,MQ_0177,0.1363,False,False,False,C
llama32,MQ_0805,0.1393,False,False,True,A
llama32,MQ_0462,0.1408,True,False,False,B
llama32,MQ_0967,0.1488,True,False,False,D
llama32,MQ_0968,0.1671,True,False,False,A
llama32,MQ_0454,0.1704,False,False,False,B
llama32,MQ_0437,0.1758,True,False,False,B
llama32,MQ_0388,0.1803,True,False,False,B
llama32,MQ_0407,0.1855,True,False,False,D
llama32,MQ_0790,0.1971,False,False,False,A
llama32,MQ_0084,0.2025,True,False,False,A
llama32,MQ_0070,0.2069,False,False,False,B
llama32,MQ_0303,0.2075,True,False,False,A
llama32,MQ_0868,0.2097,False,False,True,B
llama32,MQ_0650,0.2103,True,False,False,D
llama32,MQ_0669,0.2132,True,False,False,A
llama32,MQ_0619,0.2155,False,False,True,D
llama32,MQ_0329,0.2157,False,False,True,C
llama32,MQ_0379,0.2173,False,False,True,D
llama32,MQ_0389,0.2191,True,False,False,D
llama32,MQ_0727,0.2254,True,False,False,B
llama32,MQ_0144,0.2332,False,False,True,D
llama32,MQ_0378,0.2358,False,False,False,A
llama32,MQ_0086,0.2365,False,False,True,B
llama32,MQ_0118,0.2481,False,False,False,D
llama32,MQ_0810,0.2507,False,False,False,A
llama32,MQ_0596,0.2512,True,False,False,B
llama32,MQ_0760,0.2519,True,False,False,A
llama32,MQ_0611,0.2553,False,False,False,B
llama32,MQ_0483,0.2579,True,True,False,A
llama32,MQ_0374,0.2604,False,False,True,B
llama32,MQ_0223,0.2753,True,False,False,D
llama32,MQ_0158,0.2776,True,False,True,C
llama32,MQ_0271,0.2795,False,False,False,A
llama32,MQ_0411,0.2795,True,False,True,B
llama32,MQ_0272,0.2825,False,False,False,B
llama32,MQ_0060,0.2887,True,False,True,C
llama32,MQ_0659,0.2894,True,False,True,B
llama32,MQ_0039,0.292,True,False,True,D
llama32,MQ_0435,0.2984,False,False,False,D
llama32,MQ_0969,0.2987,True,False,True,B
llama32,MQ_0657,0.3079,True,False,True,B
llama32,MQ_0916,0.309,True,True,False,A
llama32,MQ_0183,0.3104,False,True,False,A
llama32,MQ_0376,0.3106,True,False,True,C
llama32,MQ_0828,0.3121,True,False,True,C
llama32,MQ_0030,0.3127,True,False,True,D
llama32,MQ_0939,0.3128,True,False,True,D
llama32,MQ_0630,0.3164,False,False,False,B
llama32,MQ_0557,0.3198,False,False,False,A
llama32,MQ_0779,0.3268,True,False,True,C
llama32,MQ_0960,0.3298,True,False,True,A
llama32,MQ_0553,0.33,True,False,True,C
llama32,MQ_0875,0.3307,True,False,True,C
llama32,MQ_0907,0.3371,True,False,True,C
llama32,MQ_0485,0.3372,True,False,True,B
llama32,MQ_0890,0.3417,True,False,True,D
llama32,MQ_0726,0.3482,False,False,True,A
llama32,MQ_0591,0.3488,False,False,False,C
llama32,MQ_0289,0.3506,True,False,True,C
llama32,MQ_0447,0.3509,True,False,True,B
llama32,MQ_0552,0.3509,False,False,False,A
llama32,MQ_0488,0.3534,True,False,True,D
llama32,MQ_0834,0.3718,False,True,False,C
llama32,MQ_0994,0.3753,False,False,False,C
llama32,MQ_0394,0.3891,False,False,False,B
llama32,MQ_0696,0.3978,True,False,True,C
llama32,MQ_0384,0.4117,True,True,False,C
llama32,MQ_0847,0.4208,False,False,False,B
llama32,MQ_0064,0.4373,True,True,True,C
llama32,MQ_0088,0.5942,True,False,False,C
llama32,MQ_0128,0.5942,False,True,False,A
llama32,MQ_0251,0.5942,True,False,False,A
llama32,MQ_0520,0.5942,False,False,True,A
llama32,MQ_0540,0.5942,True,False,False,A
llama32,MQ_0603,0.5942,False,True,False,D
llama32,MQ_0685,0.5942,False,False,True,C
llama32,MQ_0732,0.5942,False,True,False,A
llama32,MQ_0795,0.5942,True,False,False,D
llama32,MQ_0887,0.5942,True,False,False,C
llama32,MQ_0919,0.5942,False,False,False,B
llama32,MQ_0966,0.5942,False,True,False,A
llama32,MQ_0062,0.6049,False,True,False,A
llama32,MQ_0176,0.6049,True,False,False,A
llama32,MQ_0352,0.6049,True,False,False,D
llama32,MQ_0490,0.6049,False,False,True,A
llama32,MQ_0602,0.6049,True,False,False,B
llama32,MQ_0623,0.6049,True,False,False,D
llama32,MQ_0792,0.6049,False,False,True,B
llama32,MQ_0845,0.6049,False,False,False,C
llama32,MQ_0884,0.6049,False,False,False,C
llama32,MQ_0918,0.6049,True,False,False,D
llama32,MQ_0929,0.6049,True,False,False,D
llama32,MQ_0950,0.6049,True,False,False,B
llama32,MQ_0005,0.6644,True,True,False,A
llama32,MQ_0018,0.6644,True,False,True,D
llama32,MQ_0044,0.6644,True,True,False,D
llama32,MQ_0140,0.6644,True,True,False,A
llama32,MQ_0145,0.6644,True,True,False,D
llama32,MQ_0160,0.6644,False,False,True,D
llama32,MQ_0240,0.6644,True,False,False,D
llama32,MQ_0250,0.6644,True,False,False,D
llama32,MQ_0262,0.6644,False,True,True,A
llama32,MQ_0284,0.6644,False,True,False,D
llama32,MQ_0301,0.6644,False,False,False,B
llama32,MQ_0316,0.6644,False,True,True,A
llama32,MQ_0335,0.6644,True,False,False,A
llama32,MQ_0336,0.6644,True,False,False,D
llama32,MQ_0377,0.6644,False,True,False,A
llama32,MQ_0433,0.6644,True,True,False,A
llama32,MQ_0436,0.6644,True,False,False,A
llama32,MQ_0486,0.6644,False,True,True,A
llama32,MQ_0523,0.6644,True,True,False,D
llama32,MQ_0531,0.6644,False,False,False,B
llama32,MQ_0533,0.6644,False,False,False,B
llama32,MQ_0539,0.6644,False,False,False,C
llama32,MQ_0578,0.6644,True,True,False,A
llama32,MQ_0579,0.6644,True,False,False,A
llama32,MQ_0613,0.6644,False,False,False,C
llama32,MQ_0715,0.6644,True,False,False,D
llama32,MQ_0759,0.6644,True,False,True,A
llama32,MQ_0768,0.6644,False,True,True,D
llama32,MQ_0777,0.6644,False,False,False,C
llama32,MQ_0859,0.6644,True,False,True,A
llama32,MQ_0861,0.6644,False,True,True,A
llama32,MQ_0881,0.6644,True,False,False,A
llama32,MQ_0896,0.6644,False,False,False,C
llama32,MQ_0925,0.6644,False,True,True,A
llama32,MQ_0977,0.6644,True,True,False,A
llama32,MQ_0990,0.6644,True,True,False,A
llama32,MQ_0999,0.6644,True,False,False,A
llama32,MQ_0022,0.6729,True,False,False,B
llama32,MQ_0265,0.6729,True,False,False,A
llama32,MQ_0318,0.6729,True,False,False,A
llama32,MQ_0367,0.6729,True,False,False,C
llama32,MQ_0399,0.6729,True,False,False,C
llama32,MQ_0402,0.6729,True,False,False,A
llama32,MQ_0421,0.6729,True,False,False,A
llama32,MQ_0625,0.6729,False,True,False,A
llama32,MQ_0668,0.6729,False,True,False,B
llama32,MQ_0750,0.6729,False,False,False,D
llama32,MQ_0801,0.6729,False,False,True,B
llama32,MQ_0852,0.6729,False,False,True,C
llama32,MQ_0867,0.6729,True,False,False,A
llama32,MQ_0873,0.6729,False,False,False,D
llama32,MQ_0891,0.6729,True,False,False,C
llama32,MQ_0917,0.6729,False,False,False,D
llama32,MQ_0944,0.6729,True,False,False,C
llama32,MQ_0957,0.6729,False,False,True,A
llama32,MQ_0007,0.6935,False,False,True,B
llama32,MQ_0217,0.6935,False,True,False,B
llama32,MQ_0256,0.6935,False,False,True,D
llama32,MQ_0280,0.6935,False,True,False,C
llama32,MQ_0386,0.6935,False,True,False,D
llama32,MQ_0396,0.6935,False,False,False,A
llama32,MQ_0412,0.6935,False,True,False,D
llama32,MQ_0589,0.6935,False,False,False,A
llama32,MQ_0631,0.6935,True,False,False,D
llama32,MQ_0652,0.6935,True,False,False,D
llama32,MQ_0674,0.6935,True,False,False,C
llama32,MQ_0690,0.6935,True,False,False,D
llama32,MQ_0691,0.6935,True,False,False,C
llama32,MQ_0821,0.6935,False,False,True,C
llama32,MQ_0854,0.6935,True,False,False,C
llama32,MQ_0914,0.6935,True,False,False,B
llama32,MQ_0971,0.6935,True,False,False,D
llama32,MQ_0011,0.757,False,True,True,C
llama32,MQ_0031,0.757,True,False,True,A
llama32,MQ_0055,0.757,True,True,False,A
llama32,MQ_0069,0.757,True,True,False,A
llama32,MQ_0082,0.757,True,False,False,A
llama32,MQ_0102,0.757,True,False,False,A
llama32,MQ_0165,0.757,False,False,False,D
llama32,MQ_0194,0.757,True,False,True,C
llama32,MQ_0196,0.757,True,True,False,A
llama32,MQ_0205,0.757,False,True,True,C
llama32,MQ_0222,0.757,True,True,False,C
llama32,MQ_0241,0.757,True,False,False,A
llama32,MQ_0247,0.757,True,True,False,A
llama32,MQ_0260,0.757,False,True,True,A
llama32,MQ_0277,0.757,True,False,False,C
llama32,MQ_0323,0.757,False,False,False,D
llama32,MQ_0358,0.757,False,False,True,A
llama32,MQ_0361,0.757,False,True,False,A
llama32,MQ_0400,0.757,False,True,True,A
llama32,MQ_0415,0.757,True,False,False,C
llama32,MQ_0418,0.757,True,True,False,C
llama32,MQ_0423,0.757,True,False,True,A
llama32,MQ_0438,0.757,True,False,True,A
llama32,MQ_0441,0.757,True,False,True,C
llama32,MQ_0453,0.757,False,True,True,A
llama32,MQ_0455,0.757,True,True,False,C
llama32,MQ_0465,0.757,True,True,False,A
llama32,MQ_0472,0.757,False,False,False,B
llama32,MQ_0475,0.757,False,False,False,D
llama32,MQ_0501,0.757,True,False,False,C
llama32,MQ_0504,0.757,False,False,False,D
llama32,MQ_0514,0.757,True,False,False,A
llama32,MQ_0536,0.757,True,True,False,A
llama32,MQ_0566,0.757,False,True,False,A
llama32,MQ_0567,0.757,False,True,False,C
llama32,MQ_0569,0.757,True,False,False,A
llama32,MQ_0612,0.757,False,False,False,D
llama32,MQ_0614,0.757,True,False,True,C
llama32,MQ_0621,0.757,False,False,False,D
llama32,MQ_0636,0.757,True,False,False,C
llama32,MQ_0646,0.757,False,True,True,A
llama32,MQ_0647,0.757,False,False,False,D
llama32,MQ_0664,0.757,False,True,True,C
llama32,MQ_0684,0.757,True,True,False,A
llama32,MQ_0704,0.757,False,False,False,B
llama32,MQ_0736,0.757,True,False,True,C
llama32,MQ_0745,0.757,False,True,True,C
llama32,MQ_0767,0.757,True,False,False,A
llama32,MQ_0770,0.757,True,False,True,C
llama32,MQ_0793,0.757,False,False,False,D
llama32,MQ_0813,0.757,False,False,False,B
llama32,MQ_0823,0.757,False,False,False,B
llama32,MQ_0827,0.757,False,False,False,D
llama32,MQ_0838,0.757,False,False,False,D
llama32,MQ_0870,0.757,True,False,False,A
llama32,MQ_0883,0.757,True,False,False,A
llama32,MQ_0895,0.757,True,True,False,C
llama32,MQ_0897,0.757,True,False,False,C
